,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
1577,KR7240810002,A240810,원익아이피에스,원익IPS,"WONIK IPS Co.,Ltd.",2016/05/02,KOSDAQ,주권,우량기업부,보통주,500,49083901
1578,KR7014190003,A014190,원익큐브,원익큐브,WONIK CUBE Corp.,1996/04/26,KOSDAQ,주권,중견기업부,보통주,500,35399906
1579,KR7074600008,A074600,원익큐엔씨,원익QnC,WONIK QnC CORPORATION,2003/12/12,KOSDAQ,주권,우량기업부,보통주,500,26288000
1580,KR7131390007,A131390,원익피앤이,원익피앤이,WONIK PNE,2011/09/27,KOSDAQ,주권,우량기업부,보통주,500,14818910
1581,KR7030530000,A030530,원익홀딩스,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",1996/09/24,KOSDAQ,주권,우량기업부,보통주,500,77237981
1582,KR7012620001,A012620,원일특강,원일특강,WonilSpecialSteel,1994/06/28,KOSDAQ,주권,우량기업부,보통주,500,4400000
1583,KR7382840007,A382840,원준,원준,"Onejoon Co., Ltd.",2021/10/07,KOSDAQ,주권,벤처기업부,보통주,100,5020191
1584,KR7216280008,A216280,원텍,원텍,WONTECH,2015/04/29,KONEX,주권,일반기업부,보통주,500,6330040
1585,KR7376980009,A376980,원티드랩,원티드랩,Wanted Lab Inc.,2021/08/11,KOSDAQ,주권,기술성장기업부,보통주,500,9406136
1586,KR7122830003,A122830,원포유,원포유,ONE4U,2020/10/23,KONEX,주권,일반기업부,보통주,500,6550397
1587,KR7008370009,A008370,원풍,원풍,WonpoongCorporation,1992/12/18,KOSDAQ,주권,중견기업부,보통주,500,12000000
1588,KR7008290009,A008290,원풍물산,원풍물산,WonpungMulsan,1997/07/18,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,40693679
1589,KR7101160000,A101160,월덱스,월덱스,"WORLDEX INDUSTRY & TRADING CO., LTD",2008/06/19,KOSDAQ,주권,우량기업부,보통주,500,16510993
1590,KR7095270005,A095270,웨이브일렉트로닉스,웨이브일렉트로,"Wave Electronics Co., Ltd.",2007/09/12,KOSDAQ,주권,관리종목(소속부없음),보통주,500,14971256
1591,KR7010600005,A010600,웰바이오텍보통주,웰바이오텍,WELLBIOTEC,1997/07/18,KOSPI,주권,,보통주,500,58677244
1592,KR7065950008,A065950,웰크론,웰크론,Welcron Company Limited,2003/07/29,KOSDAQ,주권,우량기업부,보통주,500,28231302
1593,KR7076080001,A076080,웰크론한텍,웰크론한텍,"WELCRON HANTEC CO.,LTD.",2008/07/18,KOSDAQ,주권,중견기업부,보통주,500,20816746
1594,KR7196700009,A196700,웹스,웹스,"WAPS Co., Ltd.",2015/08/24,KOSDAQ,주권,벤처기업부,보통주,500,14364144
1595,KR7069080000,A069080,웹젠,웹젠,Webzen Inc.,2003/05/23,KOSDAQ,주권,우량기업부,보통주,500,35310884
1596,KR7053580007,A053580,웹케시,웹케시,WebCash Corporation,2019/01/25,KOSDAQ,주권,우량기업부,보통주,500,13786248
1597,KR7071460000,A071460,위니아딤채,위니아딤채,"WINIADIMCHAE Co.,Ltd.",2016/07/14,KOSDAQ,주권,중견기업부,보통주,500,35967295
1598,KR7044340008,A044340,위닉스,위닉스,WINIX INC.,2000/10/24,KOSDAQ,주권,우량기업부,보통주,500,17873425
1599,KR7330350000,A330350,위더스제약,위더스제약,"Withus Pharmaceutical. Co., LTD",2020/07/03,KOSDAQ,주권,우량기업부,보통주,200,13188622
1600,KR7348350000,A348350,위드텍,위드텍,"WITHTECH, Inc.",2020/10/30,KOSDAQ,주권,우량기업부,보통주,500,10183600
1601,KR7112040001,A112040,위메이드,위메이드,"Wemade Co., Ltd.",2009/12/18,KOSDAQ,주권,중견기업부,보통주,500,33257434
1602,KR7101730000,A101730,위메이드맥스,위메이드맥스,Wemade Max,2009/06/03,KOSDAQ,주권,관리종목(소속부없음),보통주,500,15795635
1603,KR7065370009,A065370,위세아이텍,위세아이텍,"WISE iTech Co., Ltd.",2020/02/10,KOSDAQ,주권,중견기업부,보통주,500,6575874
1604,KR7140660002,A140660,위월드 주식회사,위월드,"WIWORLD Co.,Ltd",2013/12/26,KONEX,주권,일반기업부,보통주,500,2487252
1605,KR7038620001,A038620,위즈코프,위즈코프,"WIZ CORP, Inc.",2000/05/04,KOSDAQ,주권,중견기업부,보통주,500,61030201
1606,KR7299900001,A299900,위지윅스튜디오,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",2018/12/20,KOSDAQ,주권,중견기업부,보통주,500,42732221
1607,KR7036090009,A036090,위지트,위지트,"WIZIT Co., Ltd.",1999/12/10,KOSDAQ,주권,중견기업부,보통주,500,90231385
1608,KR7136540002,A136540,윈스,윈스,"Wins co., Ltd.",2011/05/02,KOSDAQ,주권,우량기업부,보통주,500,12211663
1609,KR7320000003,A320000,윈텍,윈텍,"WINTEC Co.,Ltd.",2019/09/18,KOSDAQ,주권,중견기업부,보통주,100,18499148
1610,KR7097800007,A097800,윈팩,윈팩,WINPAC INC.,2013/03/07,KOSDAQ,주권,벤처기업부,보통주,500,42910385
1611,KR7192390003,A192390,윈하이텍,윈하이텍,"WINHITECH CO., Ltd.",2014/07/25,KOSDAQ,주권,중견기업부,보통주,500,10656896
1612,KR7313760001,A313760,윌링스,윌링스,"WILLINGS CO., LTD.",2019/07/25,KOSDAQ,주권,중견기업부,보통주,500,4862000
1613,KR7008600009,A008600,윌비스보통주,윌비스,TheWillBes,1989/07/28,KOSPI,주권,,보통주,1000,65771912
1614,HK0000449303,A900340,윙입푸드홀딩스,윙입푸드,WING YIP FOOD (CHINA) HOLDINGS GROUP LIMITED,2018/11/30,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,47973428
1615,KR7014830004,A014830,유니드 보통주,유니드,UNID,2004/12/03,KOSPI,주권,,보통주,5000,8889843
1616,KR7036200004,A036200,유니셈,유니셈,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,1999/12/10,KOSDAQ,주권,우량기업부,보통주,500,30664223
1617,KR7018000000,A018000,유니슨,유니슨,"UNISON CO., LTD.",1996/01/10,KOSDAQ,주권,중견기업부,보통주,500,121733751
1618,KR7047400007,A047400,유니온머티리얼보통주,유니온머티리얼,Union Materials Corp.,2009/09/29,KOSPI,주권,,보통주,500,42000000
1619,KR7000910000,A000910,유니온보통주,유니온,Union,1996/07/03,KOSPI,주권,,보통주,500,15611619
1620,KR7203450002,A203450,유니온커뮤니티,유니온커뮤니티,"Union community Co., Ltd.",2016/12/07,KOSDAQ,주권,벤처기업부,보통주,500,14679007
1621,KR7011330008,A011330,유니켐보통주,유니켐,"UNI CHEM.CO.,LTD",1989/12/14,KOSPI,주권,,보통주,500,72578411
1622,KR7077500007,A077500,유니퀘스트 보통주,유니퀘스트,Uniquest Corporation,2004/08/05,KOSPI,주권,,보통주,500,27335475
1623,KR7011320009,A011320,유니크,유니크,UNICK CORPORATION,1993/12/29,KOSDAQ,주권,중견기업부,보통주,500,19320695
1624,KR7086390002,A086390,유니테스트,유니테스트,UniTest Inc.,2006/12/05,KOSDAQ,주권,우량기업부,보통주,500,21134126
1625,KR7241690007,A241690,유니테크노,유니테크노,"UNITEKNO Co.,Ltd",2016/09/20,KOSDAQ,주권,우량기업부,보통주,500,25011565
1626,KR7142210004,A142210,유니트론텍,유니트론텍,"Unitrontech Co.,Ltd.",2016/02/02,KOSDAQ,주권,중견기업부,보통주,500,12560930
1627,KR7121060008,A121060,유니포인트,유니포인트,UNIPOINT Corp.,2014/10/24,KONEX,주권,일반기업부,보통주,500,5981670
1628,KR7048430003,A048430,유라테크,유라테크,"YURA TECH. CO., LTD.",2001/01/11,KOSDAQ,주권,우량기업부,보통주,500,11520000
1629,KR7206650004,A206650,유바이오로직스,유바이오로직스,"EuBiologics Co., Ltd.",2017/01/24,KOSDAQ,주권,기술성장기업부,보통주,500,36229307
1630,KR7089850002,A089850,유비벨록스,유비벨록스,UbiVelox Inc.,2010/06/18,KOSDAQ,주권,우량기업부,보통주,500,7115697
1631,KR7032620007,A032620,유비케어,유비케어,"UBCARE CO., LTD.",1997/05/02,KOSDAQ,주권,우량기업부,보통주,500,52197139
1632,KR7264450008,A264450,유비쿼스,유비쿼스,Ubiquoss Inc.,2017/03/31,KOSDAQ,주권,우량기업부,보통주,500,10245706
1633,KR7078070000,A078070,유비쿼스홀딩스,유비쿼스홀딩스,Ubiquoss Holdings Inc.,2009/01/23,KOSDAQ,주권,우량기업부,보통주,500,18696628
1634,KR7002920007,A002920,유성기업보통주,유성기업,YoosungEnterprise,1988/10/10,KOSPI,주권,,보통주,500,25947500
1635,KR7024800005,A024800,유성티엔에스,유성티엔에스,"YOOSUNG T&S CO.,LTD",1999/12/10,KOSDAQ,주권,우량기업부,보통주,500,31278618
1636,KR7000700005,A000700,유수홀딩스보통주,유수홀딩스,EUSU HOLDINGS,1956/03/03,KOSPI,주권,,보통주,2500,26041812
1637,KR7054930003,A054930,유신,유신,Yooshin Engineering Corporation,2002/01/15,KOSDAQ,주권,중견기업부,보통주,5000,3000000
1638,KR7038340006,A038340,유씨아이,UCI,"UCI Co.,Ltd.",2001/11/22,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,37397367
1639,KR7069330009,A069330,유아이디,유아이디,"U.I.DISPLAY CO.,LTD.",2003/08/18,KOSDAQ,주권,관리종목(소속부없음),보통주,500,13579722
1640,KR7049520000,A049520,유아이엘,유아이엘,"UIL Co.,Ltd",2001/08/02,KOSDAQ,주권,중견기업부,보통주,500,21784936
1641,KR7313750002,A313750,유안타제4호기업인수목적,유안타제4호스팩,"Yuanta 4 SPECIAL PURPOSE ACQUISITION CO., LTD.",2019/03/21,KOSDAQ,주권,관리종목(소속부없음),보통주,100,4650000
1642,KR7336060009,A336060,유안타제5호기업인수목적,유안타제5호스팩,Yuanta 5 SPECIAL PURPOSE ACQUISITION COMPANY,2019/11/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5930000
1643,KR7367460003,A367460,유안타제7호기업인수목적,유안타제7호스팩,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,2020/12/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5500000
1644,KR7367480001,A367480,유안타제8호기업인수목적,유안타제8호스팩,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,2021/04/05,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6490000
